reference,window,set,acc,ci_lo,ci_hi,n_above_null,n_subj,wilcoxon_p,cohens_d,bf01,perm_p,excess_ratio,radial_r,ap_coef,midline_rho,joint_acc
average,late_1.14_to_2.64s,FRONT-5,0.27095238095238094,0.2571428571428571,0.2852380952380952,33,35,2.0458845841605125e-07,1.6560366818146384,2.100643420957725e-09,nan,2.525237191650857,0.5767133342417137,0.015354622162248519,0.1666666666666667,0.29333333333333333
average,late_1.14_to_2.64s,FRONT-5-local,0.24059523809523808,0.2311904761904762,0.2503571428571429,32,35,4.394941755918107e-07,1.375953104094495,1.4565595315111315e-07,nan,2.525237191650857,0.5767133342417137,0.015354622162248519,0.1666666666666667,0.29333333333333333
average,late_1.14_to_2.64s,OCC-9,0.22488095238095238,0.21464285714285714,0.23595238095238094,28,35,8.649823469207241e-05,0.7662326904977772,0.0028308123457254637,nan,2.525237191650857,0.5767133342417137,0.015354622162248519,0.1666666666666667,0.29333333333333333
average,late_1.14_to_2.64s,OCC-9-local,0.21202380952380953,0.2030952380952381,0.22154761904761902,25,35,0.012932320710945461,0.4239139197099818,0.36775362099779546,nan,2.525237191650857,0.5767133342417137,0.015354622162248519,0.1666666666666667,0.29333333333333333
average,late_1.14_to_2.64s,RIM-4,0.2670238095238095,0.25595238095238093,0.27845238095238095,35,35,1.213553734688741e-07,1.9231185650832703,4.946718117170087e-11,nan,2.525237191650857,0.5767133342417137,0.015354622162248519,0.1666666666666667,0.29333333333333333
mastoid,prestim_-0.50_to_0.00s,FRONT-5,0.3678571428571429,0.3485714285714286,0.38726190476190475,35,35,1.229955722143931e-07,2.8098204440745307,1.3295385534906355e-15,nan,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857
mastoid,prestim_-0.50_to_0.00s,FRONT-5-local,0.3227380952380952,0.30154761904761906,0.3447619047619048,35,35,1.2293869892543866e-07,1.8540373320928072,1.268557029905027e-10,nan,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857
mastoid,prestim_-0.50_to_0.00s,OCC-9,0.3385714285714286,0.321547619047619,0.3566666666666667,35,35,1.223712048160365e-07,2.5661395175832937,1.839848761814925e-14,nan,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857
mastoid,prestim_-0.50_to_0.00s,OCC-9-local,0.2819047619047619,0.2669047619047619,0.2966666666666667,33,35,1.7442705095611083e-07,1.7822785800028043,3.444022840052787e-10,nan,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857
mastoid,prestim_-0.50_to_0.00s,RIM-4,0.2869047619047619,0.2735714285714286,0.3009523809523809,35,35,1.2293869892543866e-07,2.0819561601161904,6.098826800849067e-12,nan,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857
