reference,window,channel,x,y,dist_cz,row_acc,col_acc,pattern,row_p,col_p,row_null_mean,row_p_fdr,col_p_fdr
average,prestim_-0.50_to_0.00s,M1,0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.32726190476190475,0.1819047619047619,0.5810798237210467,0.000999000999000999,0.000999000999000999,0.20009452380952383,True,True
average,prestim_-0.50_to_0.00s,TP7,-0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.25785714285714284,0.24345238095238095,0.40619228198139645,0.000999000999000999,0.000999000999000999,0.19973095238095237,True,True
average,prestim_-0.50_to_0.00s,CP5,-0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.24428571428571427,0.25595238095238093,0.22006227863601377,0.000999000999000999,0.000999000999000999,0.19965976190476192,True,True
average,prestim_-0.50_to_0.00s,CP3,-0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.22642857142857142,0.23273809523809524,0.12432818091977296,0.000999000999000999,0.000999000999000999,0.20010869047619048,True,True
average,prestim_-0.50_to_0.00s,CP1,-0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.21297619047619049,0.16464285714285715,0.07668783451944704,0.001998001998001998,0.000999000999000999,0.19978154761904762,True,True
average,prestim_-0.50_to_0.00s,CPZ,1.9067198891700998e-17,-0.15569549444767522,0.15569549444767522,0.21345238095238095,0.11964285714285715,0.09370986268326367,0.003996003996003996,0.919080919080919,0.19981678571428574,True,False
average,prestim_-0.50_to_0.00s,CP2,0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.21345238095238095,0.16607142857142856,0.0660142263096183,0.003996003996003996,0.000999000999000999,0.19970690476190475,True,True
average,prestim_-0.50_to_0.00s,CP4,0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.22726190476190475,0.22702380952380952,0.146370174071621,0.000999000999000999,0.000999000999000999,0.19974666666666668,True,True
average,prestim_-0.50_to_0.00s,CP6,0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.2367857142857143,0.2702380952380952,0.4450196610791997,0.000999000999000999,0.000999000999000999,0.19971452380952381,True,True
average,prestim_-0.50_to_0.00s,TP8,0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.2588095238095238,0.2638095238095238,0.6700880851674582,0.000999000999000999,0.000999000999000999,0.19980666666666666,True,True
